,,,Number,Type,2012,2013,2014,2015
2282,Yakutat City and Borough,AK,4,  Government and government enterprises,11490,11709,11114,10537
2290,Yukon-Koyukuk Census Area,AK,1,All Industries,316396,277385,226243,223047
2290,Yukon-Koyukuk Census Area,AK,2,  Private goods-producing industries,92009,68581,18031,15305
2290,Yukon-Koyukuk Census Area,AK,3,  Private services-providing industries,120484,111562,104808,111231
2290,Yukon-Koyukuk Census Area,AK,4,  Government and government enterprises,103903,96554,98227,91119
4001,Apache,AZ,1,All Industries,2506715,2304349,2120316,2050145
4001,Apache,AZ,2,  Private goods-producing industries,94295,64050,65447,(D)
4001,Apache,AZ,3,  Private services-providing industries,1572081,1438184,1283244,(D)
4001,Apache,AZ,4,  Government and government enterprises,840339,801799,771928,758820
4003,Cochise,AZ,1,All Industries,4114722,4011109,3997757,4145982
4003,Cochise,AZ,2,  Private goods-producing industries,305252,289564,289157,(D)
4003,Cochise,AZ,3,  Private services-providing industries,1746153,1789290,1904827,(D)
4003,Cochise,AZ,4,  Government and government enterprises,2063316,1932150,1803636,1778096
4005,Coconino,AZ,1,All Industries,5948938,6097882,6183283,6190582
4005,Coconino,AZ,2,  Private goods-producing industries,717729,771199,797939,790863
4005,Coconino,AZ,3,  Private services-providing industries,3827736,3894015,3962195,3986233
4005,Coconino,AZ,4,  Government and government enterprises,1403473,1432803,1423808,1414121
4007,Gila,AZ,1,All Industries,1595348,1844747,1707682,1666253
4007,Gila,AZ,2,  Private goods-producing industries,762921,999276,860506,787502
4007,Gila,AZ,3,  Private services-providing industries,502135,522358,528289,550441
4007,Gila,AZ,4,  Government and government enterprises,330293,329872,317298,317323
4009,Graham,AZ,1,All Industries,672246,679410,687027,679504
4009,Graham,AZ,2,  Private goods-producing industries,95234,102660,101608,97484
4009,Graham,AZ,3,  Private services-providing industries,363099,363567,376466,373776
4009,Graham,AZ,4,  Government and government enterprises,213913,213216,209082,208079
4011,Greenlee,AZ,1,All Industries,1263702,1442973,1568854,1317667
4011,Greenlee,AZ,2,  Private goods-producing industries,1167625,1350111,1478491,(D)
4011,Greenlee,AZ,3,  Private services-providing industries,61254,58544,57613,(D)
4011,Greenlee,AZ,4,  Government and government enterprises,34823,35349,35264,36126
4012,La Paz,AZ,1,All Industries,496754,526827,516902,537547
4012,La Paz,AZ,2,  Private goods-producing industries,97969,104942,70749,69021
4012,La Paz,AZ,3,  Private services-providing industries,244836,270502,293838,318629
4012,La Paz,AZ,4,  Government and government enterprises,153949,151475,150427,147665
4013,Maricopa,AZ,1,All Industries,191057142,193275432,196682201,202050512
4013,Maricopa,AZ,2,  Private goods-producing industries,26867865,25846026,26868072,28512398
4013,Maricopa,AZ,3,  Private services-providing industries,144940728,148209586,150972464,154938305
4013,Maricopa,AZ,4,  Government and government enterprises,19248548,19214188,18857230,18652125
4015,Mohave,AZ,1,All Industries,4002396,4126321,4148382,4187366
4015,Mohave,AZ,2,  Private goods-producing industries,558327,642642,744128,653075
4015,Mohave,AZ,3,  Private services-providing industries,2831611,2896612,2850011,2992990
4015,Mohave,AZ,4,  Government and government enterprises,612458,588927,561646,543145
4017,Navajo,AZ,1,All Industries,3027709,3045294,3093098,3148773
4017,Navajo,AZ,2,  Private goods-producing industries,446481,461240,459294,377292
4017,Navajo,AZ,3,  Private services-providing industries,1885443,1909841,1972527,2114229
4017,Navajo,AZ,4,  Government and government enterprises,695786,674697,661354,648202
4019,Pima,AZ,1,All Industries,36093975,34914674,34581301,34815488
4019,Pima,AZ,2,  Private goods-producing industries,6895241,6140248,6223359,5877189
4019,Pima,AZ,3,  Private services-providing industries,21624079,21272135,21059020,21766964
4019,Pima,AZ,4,  Government and government enterprises,7574655,7494708,7297210,7159324
4021,Pinal,AZ,1,All Industries,6093707,6111021,6121806,6176124
4021,Pinal,AZ,2,  Private goods-producing industries,2057601,1903397,1836829,1795339
4021,Pinal,AZ,3,  Private services-providing industries,2403996,2621892,2725276,2847832
4021,Pinal,AZ,4,  Government and government enterprises,1632110,1583552,1555142,1524499
4023,Santa Cruz,AZ,1,All Industries,1330985,1318556,1276737,1355814
4023,Santa Cruz,AZ,2,  Private goods-producing industries,81263,81150,85936,96411
4023,Santa Cruz,AZ,3,  Private services-providing industries,814456,813731,777892,841270
4023,Santa Cruz,AZ,4,  Government and government enterprises,435267,423670,412849,418107
4025,Yavapai,AZ,1,All Industries,4788236,5091208,5272187,5394726
4025,Yavapai,AZ,2,  Private goods-producing industries,909338,982029,1133914,1115704
4025,Yavapai,AZ,3,  Private services-providing industries,3066635,3301434,3350094,3484675
4025,Yavapai,AZ,4,  Government and government enterprises,812263,808524,797517,800168
4027,Yuma,AZ,1,All Industries,5296249,5372637,5469837,5708847
4027,Yuma,AZ,2,  Private goods-producing industries,997369,995473,1065020,1211545
4027,Yuma,AZ,3,  Private services-providing industries,2529235,2655421,2730078,2819360
4027,Yuma,AZ,4,  Government and government enterprises,1769644,1721974,1675401,1682160
5001,Arkansas,AR,1,All Industries,830826,919818,899571,921592
5001,Arkansas,AR,2,  Private goods-producing industries,374895,456822,434211,447170
5001,Arkansas,AR,3,  Private services-providing industries,385584,394330,397078,408234
5001,Arkansas,AR,4,  Government and government enterprises,70347,68541,68194,66213
5003,Ashley,AR,1,All Industries,883239,919044,941011,885651
5003,Ashley,AR,2,  Private goods-producing industries,565104,588472,611022,560055
5003,Ashley,AR,3,  Private services-providing industries,252872,267806,268321,267005
5003,Ashley,AR,4,  Government and government enterprises,65263,62785,61249,59090
5005,Baxter,AR,1,All Industries,1043237,1029600,1058016,1038577
5005,Baxter,AR,2,  Private goods-producing industries,231497,222847,233966,222546
5005,Baxter,AR,3,  Private services-providing industries,708823,706737,725657,719844
5005,Baxter,AR,4,  Government and government enterprises,102916,100033,98517,96334
5007,Benton,AR,1,All Industries,10704104,11614513,12246465,12404873
5007,Benton,AR,2,  Private goods-producing industries,1396473,1593067,1683850,1698667
5007,Benton,AR,3,  Private services-providing industries,8680660,9383344,9926110,10083266
5007,Benton,AR,4,  Government and government enterprises,626971,638429,638018,625705
5009,Boone,AR,1,All Industries,1119565,1096273,1115015,1084672
5009,Boone,AR,2,  Private goods-producing industries,226589,225711,224464,219993
5009,Boone,AR,3,  Private services-providing industries,700997,677186,700974,682123
5009,Boone,AR,4,  Government and government enterprises,191979,193366,189639,182740
5011,Bradley,AR,1,All Industries,240726,237349,234960,240143
5011,Bradley,AR,2,  Private goods-producing industries,85546,87330,85509,92108
5011,Bradley,AR,3,  Private services-providing industries,108089,104652,104439,103800
5011,Bradley,AR,4,  Government and government enterprises,47092,45257,45002,43774
5013,Calhoun,AR,1,All Industries,288586,294922,295939,308724
5013,Calhoun,AR,2,  Private goods-producing industries,220150,226062,226939,237780
5013,Calhoun,AR,3,  Private services-providing industries,53903,54409,54781,56923
5013,Calhoun,AR,4,  Government and government enterprises,14533,14448,14222,14037
5015,Carroll,AR,1,All Industries,652964,711839,690702,672415
5015,Carroll,AR,2,  Private goods-producing industries,286162,338750,324503,312874
5015,Carroll,AR,3,  Private services-providing industries,298197,306618,298173,292503
5015,Carroll,AR,4,  Government and government enterprises,68605,66547,67994,66874
5017,Chicot,AR,1,All Industries,255790,267791,262103,250331
5017,Chicot,AR,2,  Private goods-producing industries,72775,94135,84701,81469
5017,Chicot,AR,3,  Private services-providing industries,126614,119725,125353,117976
5017,Chicot,AR,4,  Government and government enterprises,56401,53885,51826,50740
5019,Clark,AR,1,All Industries,726679,773369,773350,733639
5019,Clark,AR,2,  Private goods-producing industries,187474,219252,205370,184377
5019,Clark,AR,3,  Private services-providing industries,400738,422714,440447,426552
5019,Clark,AR,4,  Government and government enterprises,138467,131116,128134,123780
5021,Clay,AR,1,All Industries,295622,316180,314367,299367
5021,Clay,AR,2,  Private goods-producing industries,89165,118829,115259,103261
5021,Clay,AR,3,  Private services-providing industries,158590,150338,153540,151927
5021,Clay,AR,4,  Government and government enterprises,47866,46953,45457,43286
5023,Cleburne,AR,1,All Industries,592978,616357,658517,716209
5023,Cleburne,AR,2,  Private goods-producing industries,198000,199715,226293,286095
5023,Cleburne,AR,3,  Private services-providing industries,339485,362194,378390,380233
5023,Cleburne,AR,4,  Government and government enterprises,55492,54516,53869,53496
5025,Cleveland,AR,1,All Industries,91220,96826,107628,112725
5025,Cleveland,AR,2,  Private goods-producing industries,43829,(D),(D),(D)
5025,Cleveland,AR,3,  Private services-providing industries,27849,(D),(D),(D)
5025,Cleveland,AR,4,  Government and government enterprises,19541,19253,18240,17597
5027,Columbia,AR,1,All Industries,887037,892613,935579,826705
5027,Columbia,AR,2,  Private goods-producing industries,484169,482153,521911,432282
5027,Columbia,AR,3,  Private services-providing industries,291541,299721,305038,283164
5027,Columbia,AR,4,  Government and government enterprises,111327,110776,108586,108542
5029,Conway,AR,1,All Industries,595300,651132,703597,635946
5029,Conway,AR,2,  Private goods-producing industries,242955,268663,269000,244851
5029,Conway,AR,3,  Private services-providing industries,275189,304300,357393,313349
5029,Conway,AR,4,  Government and government enterprises,77155,78200,77361,77789
5031,Craighead,AR,1,All Industries,3707662,3815810,3867916,4046997
5031,Craighead,AR,2,  Private goods-producing industries,766585,774194,748895,733862
5031,Craighead,AR,3,  Private services-providing industries,2450223,2552450,2634897,2839820
5031,Craighead,AR,4,  Government and government enterprises,490855,489365,485000,476356
5033,Crawford,AR,1,All Industries,1543442,1567656,1558077,1529205
5033,Crawford,AR,2,  Private goods-producing industries,421933,471089,483931,442458
5033,Crawford,AR,3,  Private services-providing industries,976762,954997,935881,952822
5033,Crawford,AR,4,  Government and government enterprises,144748,141600,138290,133838
5035,Crittenden,AR,1,All Industries,1431966,1495709,1506471,1471731
5035,Crittenden,AR,2,  Private goods-producing industries,255821,360605,386364,379679
5035,Crittenden,AR,3,  Private services-providing industries,993086,957306,953780,929460
5035,Crittenden,AR,4,  Government and government enterprises,183060,178266,167881,164283
5037,Cross,AR,1,All Industries,438719,440858,429928,428678
5037,Cross,AR,2,  Private goods-producing industries,115980,120065,107409,100321
5037,Cross,AR,3,  Private services-providing industries,253586,252372,255748,263412
5037,Cross,AR,4,  Government and government enterprises,69153,68504,66387,63752
5039,Dallas,AR,1,All Industries,177988,181465,177889,174201
5039,Dallas,AR,2,  Private goods-producing industries,65998,65366,61260,55029
5039,Dallas,AR,3,  Private services-providing industries,92790,97678,99069,102967
5039,Dallas,AR,4,  Government and government enterprises,19201,18491,17903,17106
5041,Desha,AR,1,All Industries,428200,447908,437137,420307
5041,Desha,AR,2,  Private goods-producing industries,169139,186134,181146,165457
5041,Desha,AR,3,  Private services-providing industries,206387,210347,205066,203575
5041,Desha,AR,4,  Government and government enterprises,52673,51393,50875,50705
5043,Drew,AR,1,All Industries,496838,486748,494192,498733
5043,Drew,AR,2,  Private goods-producing industries,134834,140363,138532,137034
5043,Drew,AR,3,  Private services-providing industries,244661,230008,241611,250302
5043,Drew,AR,4,  Government and government enterprises,117343,116252,114116,111599
5045,Faulkner,AR,1,All Industries,3726513,3634825,3719791,3960480
5045,Faulkner,AR,2,  Private goods-producing industries,1039785,1000983,1033482,1182488
5045,Faulkner,AR,3,  Private services-providing industries,2206375,2157709,2212645,2309154
5045,Faulkner,AR,4,  Government and government enterprises,480353,476196,473953,468131
5047,Franklin,AR,1,All Industries,391648,419637,443622,572553
5047,Franklin,AR,2,  Private goods-producing industries,185981,213332,234145,370088
5047,Franklin,AR,3,  Private services-providing industries,139952,141694,146417,148367
5047,Franklin,AR,4,  Government and government enterprises,65715,64573,63186,61958
5049,Fulton,AR,1,All Industries,150771,167214,172989,169035
